,ID,Category,Session,CarNo,Driver,Maker,Lap,Pos,Sec 1,Sec 2,Sec 3,Sec 4,Speed,LapTime (min),LapTime,Gap,Diff,Elapsed Time,Tyre,Pit,Pit In No,Track Condition,Weather,Flag,Remaining Time,Sampling Time,Ambient Time,Ambient Temp,Ambient K Type,Ambient Track,Ambient Humidity,Ambient Pressure,Weather Time,Weather Temp,Weather Humidity,Weather WindSpeed,Weather WindDirection,Weather Air Pressure
361,12_33,SF,FP1,12,# 12 ATS,HONDA,33,19,20.874,25.937,37.879,,305.94,1:24.690,84.69,8 LAP,7 LAP,,,Pit,3,Dry     ,Fine,green_off,,17:47:25.877,,,,,,,,,,,,
362,14_41,SF,FP1,14,# 14 OSH,TOYOTA,41,10,20.994,26.212,38.299,,310.34,1:25.505,85.505,21.181,0.748,,,Pit,1,Dry     ,Fine,green_off,,17:47:25.966,,,,,,,,,,,,
363,15_41,SF,FP1,15,# 15 IWA,HONDA,41,2,21.274,26.025,38.291,,299.16,1:25.590,85.59,7.127,7.127,,,Pit,1,Dry     ,Fine,green_off,,17:47:26.055,,,,,,,,,,,,
364,16_41,SF,FP1,16,# 16 NOJ,HONDA,41,12,21.027,26.204,38.428,,308.57,1:25.659,85.659,22.677,0.953,,,Pit,1,Dry     ,Fine,green_off,,17:47:26.144,,,,,,,,,,,,
365,19_41,SF,FP1,19,# 19 RAS,TOYOTA,41,13,20.929,26.388,38.983,,311.23,1:26.300,86.3,24.287,1.610,,,Pit,1,Dry     ,Fine,green_off,,17:47:26.236,,,,,,,,,,,,
366,20_41,SF,FP1,20,# 20 TAK,TOYOTA,41,14,21.185,26.309,38.242,,301.67,1:25.736,85.736,24.702,0.415,,,Pit,2,Dry     ,Fine,green_off,,17:47:26.325,,,,,,,,,,,,
367,28_41,SF,FP1,28,# 28 KOT,TOYOTA,41,15,21.093,26.438,38.607,,303.37,1:26.138,86.138,26.631,1.929,,,Pit,1,Dry     ,Fine,green_off,,17:47:26.421,,,,,,,,,,,,
368,29_17,SF,FP1,29,# 29 NON,TOYOTA,16,21,21.338,26.538,,,299.16,1:26.454,86.454,25 LAP,15 LAP,,,,0,Dry     ,Fine,green_off,,17:47:26.510,,,,,,,,,,,,
369,38_41,SF,FP1,38,# 38 SAK,TOYOTA,41,11,20.923,26.231,38.222,,312.13,1:25.376,85.376,21.724,0.543,,,Pit,1,Dry     ,Fine,green_off,,17:47:26.601,,,,,,,,,,,,
370,39_41,SF,FP1,39,# 39 OYU,TOYOTA,41,7,21.265,26.119,38.572,,299.99,1:25.956,85.956,18.902,4.457,,,Pit,1,Dry     ,Fine,green_off,,17:47:26.693,,,,,,,,,,,,
371,50_41,SF,FP1,50,# 50 KOI,HONDA,41,17,21.358,26.461,38.98,,294.27,1:26.799,86.799,33.293,4.870,,,Pit,1,Dry     ,Fine,green_off,,17:47:26.778,,,,,,,,,,,,
372,64_41,SF,FP1,64,# 64 REN,HONDA,41,6,20.853,26.084,43.707,,312.13,1:30.644,90.644,14.445,4.162,,,Pit,1,Dry     ,Fine,green_off,,17:47:26.863,,,,,,,,,,,,
373,65_40,SF,FP1,65,# 65 FRA,HONDA,40,18,21.131,26.101,38.355,,305.08,1:25.587,85.587,1 LAP,1 LAP,,,Pit,2,Dry     ,Fine,green_off,,17:47:26.948,,,,,,,,,,,,
374,1_41,SF,FP1,1,#  1 TUB,TOYOTA,41,3,21.119,26.199,38.345,,302.52,1:25.663,85.663,7.947,0.820,,,Pit,1,Dry     ,Fine,green_off,,17:47:30.145,,,,,,,,,,,,
375,37_41,SF,FP1,37,# 37 FEN,TOYOTA,41,5,21.227,26.017,38.13,,299.99,1:25.374,85.374,10.283,2.125,,,Pit,1,Dry     ,Fine,green_off,,17:47:30.233,,,,,,,,,,,,
376,3_41,SF,FP1,3,#  3 KEN,TOYOTA,41,8,21.03,26.5,38.677,,308.57,1:26.207,86.207,19.713,0.811,,,Pit,1,Dry     ,Fine,green_off,,17:47:30.320,,,,,,,,,,,,
377,4_41,SF,FP1,4,#  4 OSU,TOYOTA,41,16,21.295,26.326,38.459,,300.83,1:26.080,86.08,28.423,1.792,,,Pit,1,Dry     ,Fine,green_off,,17:47:30.410,,,,,,,,,,,,
378,5_41,SF,FP1,5,#  5 MAK,HONDA,41,9,21.236,26.255,38.324,,300.00,1:25.815,85.815,20.433,0.720,,,Pit,1,Dry     ,Fine,green_off,,17:47:30.501,,,,,,,,,,,,
379,6_41,SF,FP1,6,#  6 OTA,HONDA,41,1,20.838,25.848,38.022,,308.57,1:24.708,84.708,-,-,,,Pit,1,Dry     ,Fine,green_off,,17:47:30.590,,,,,,,,,,,,
380,7_41,SF,FP1,7,#  7 KOB,TOYOTA,41,4,21.076,26.114,37.965,,302.52,1:25.155,85.155,8.158,0.211,,,Pit,1,Dry     ,Fine,green_off,,17:47:30.676,,,,,,,,,,,,
381,8_12,SF,FP1,8,#  8 FUK,TOYOTA,11,22,21.201,,,,303.37,1:25.705,85.705,30 LAP,5 LAP,,,,1,Dry     ,Fine,green_off,,17:47:30.758,,,,,,,,,,,,
382,10_31,SF,FP1,10,# 10 JUJ,HONDA,31,20,21.065,26.377,38.945,,305.94,1:26.387,86.387,10 LAP,2 LAP,,,Pit,2,Dry     ,Fine,green_off,,17:47:30.838,,,,,,,,,,,,
383,12_33,SF,FP1,12,# 12 ATS,HONDA,33,19,20.874,25.937,37.879,,305.94,1:24.690,84.69,8 LAP,7 LAP,,,Pit,3,Dry     ,Fine,green_off,,17:47:30.918,,,,,,,,,,,,
384,14_41,SF,FP1,14,# 14 OSH,TOYOTA,41,10,20.994,26.212,38.299,,310.34,1:25.505,85.505,21.181,0.748,,,Pit,1,Dry     ,Fine,green_off,,17:47:31.002,,,,,,,,,,,,
385,15_41,SF,FP1,15,# 15 IWA,HONDA,41,2,21.274,26.025,38.291,,299.16,1:25.590,85.59,7.127,7.127,,,Pit,1,Dry     ,Fine,green_off,,17:47:31.087,,,,,,,,,,,,
386,16_41,SF,FP1,16,# 16 NOJ,HONDA,41,12,21.027,26.204,38.428,,308.57,1:25.659,85.659,22.677,0.953,,,Pit,1,Dry     ,Fine,green_off,,17:47:31.178,,,,,,,,,,,,
387,19_41,SF,FP1,19,# 19 RAS,TOYOTA,41,13,20.929,26.388,38.983,,311.23,1:26.300,86.3,24.287,1.610,,,Pit,1,Dry     ,Fine,green_off,,17:47:31.266,,,,,,,,,,,,
388,20_41,SF,FP1,20,# 20 TAK,TOYOTA,41,14,21.185,26.309,38.242,,301.67,1:25.736,85.736,24.702,0.415,,,Pit,2,Dry     ,Fine,green_off,,17:47:31.362,,,,,,,,,,,,
389,28_41,SF,FP1,28,# 28 KOT,TOYOTA,41,15,21.093,26.438,38.607,,303.37,1:26.138,86.138,26.631,1.929,,,Pit,1,Dry     ,Fine,green_off,,17:47:31.450,,,,,,,,,,,,
390,29_17,SF,FP1,29,# 29 NON,TOYOTA,16,21,21.338,26.538,,,299.16,1:26.454,86.454,25 LAP,15 LAP,,,,0,Dry     ,Fine,green_off,,17:47:31.541,,,,,,,,,,,,
391,38_41,SF,FP1,38,# 38 SAK,TOYOTA,41,11,20.923,26.231,38.222,,312.13,1:25.376,85.376,21.724,0.543,,,Pit,1,Dry     ,Fine,green_off,,17:47:31.633,,,,,,,,,,,,
392,39_41,SF,FP1,39,# 39 OYU,TOYOTA,41,7,21.265,26.119,38.572,,299.99,1:25.956,85.956,18.902,4.457,,,Pit,1,Dry     ,Fine,green_off,,17:47:31.790,,,,,,,,,,,,
393,50_41,SF,FP1,50,# 50 KOI,HONDA,41,17,21.358,26.461,38.98,,294.27,1:26.799,86.799,33.293,4.870,,,Pit,1,Dry     ,Fine,green_off,,17:47:31.896,,,,,,,,,,,,
394,64_41,SF,FP1,64,# 64 REN,HONDA,41,6,20.853,26.084,43.707,,312.13,1:30.644,90.644,14.445,4.162,,,Pit,1,Dry     ,Fine,green_off,,17:47:32.005,,,,,,,,,,,,
395,65_40,SF,FP1,65,# 65 FRA,HONDA,40,18,21.131,26.101,38.355,,305.08,1:25.587,85.587,1 LAP,1 LAP,,,Pit,2,Dry     ,Fine,green_off,,17:47:32.120,,,,,,,,,,,,
396,1_41,SF,FP1,1,#  1 TUB,TOYOTA,41,3,21.119,26.199,38.345,,302.52,1:25.663,85.663,7.947,0.820,,,Pit,1,Dry     ,Fine,green_off,,17:47:35.111,,,,,,,,,,,,
397,37_41,SF,FP1,37,# 37 FEN,TOYOTA,41,5,21.227,26.017,38.13,,299.99,1:25.374,85.374,10.283,2.125,,,Pit,1,Dry     ,Fine,green_off,,17:47:35.202,,,,,,,,,,,,
398,3_41,SF,FP1,3,#  3 KEN,TOYOTA,41,8,21.03,26.5,38.677,,308.57,1:26.207,86.207,19.713,0.811,,,Pit,1,Dry     ,Fine,green_off,,17:47:35.291,,,,,,,,,,,,
399,4_41,SF,FP1,4,#  4 OSU,TOYOTA,41,16,21.295,26.326,38.459,,300.83,1:26.080,86.08,28.423,1.792,,,Pit,1,Dry     ,Fine,green_off,,17:47:35.378,,,,,,,,,,,,
400,5_41,SF,FP1,5,#  5 MAK,HONDA,41,9,21.236,26.255,38.324,,300.00,1:25.815,85.815,20.433,0.720,,,Pit,1,Dry     ,Fine,green_off,,17:47:35.468,,,,,,,,,,,,
401,6_41,SF,FP1,6,#  6 OTA,HONDA,41,1,20.838,25.848,38.022,,308.57,1:24.708,84.708,-,-,,,Pit,1,Dry     ,Fine,green_off,,17:47:35.556,,,,,,,,,,,,
402,7_41,SF,FP1,7,#  7 KOB,TOYOTA,41,4,21.076,26.114,37.965,,302.52,1:25.155,85.155,8.158,0.211,,,Pit,1,Dry     ,Fine,green_off,,17:47:35.637,,,,,,,,,,,,
403,8_12,SF,FP1,8,#  8 FUK,TOYOTA,11,22,21.201,,,,303.37,1:25.705,85.705,30 LAP,5 LAP,,,,1,Dry     ,Fine,green_off,,17:47:35.719,,,,,,,,,,,,
404,10_31,SF,FP1,10,# 10 JUJ,HONDA,31,20,21.065,26.377,38.945,,305.94,1:26.387,86.387,10 LAP,2 LAP,,,Pit,2,Dry     ,Fine,green_off,,17:47:35.798,,,,,,,,,,,,
405,12_33,SF,FP1,12,# 12 ATS,HONDA,33,19,20.874,25.937,37.879,,305.94,1:24.690,84.69,8 LAP,7 LAP,,,Pit,3,Dry     ,Fine,green_off,,17:47:35.878,,,,,,,,,,,,
406,14_41,SF,FP1,14,# 14 OSH,TOYOTA,41,10,20.994,26.212,38.299,,310.34,1:25.505,85.505,21.181,0.748,,,Pit,1,Dry     ,Fine,green_off,,17:47:35.961,,,,,,,,,,,,
407,15_41,SF,FP1,15,# 15 IWA,HONDA,41,2,21.274,26.025,38.291,,299.16,1:25.590,85.59,7.127,7.127,,,Pit,1,Dry     ,Fine,green_off,,17:47:36.050,,,,,,,,,,,,
408,16_41,SF,FP1,16,# 16 NOJ,HONDA,41,12,21.027,26.204,38.428,,308.57,1:25.659,85.659,22.677,0.953,,,Pit,1,Dry     ,Fine,green_off,,17:47:36.139,,,,,,,,,,,,
409,19_41,SF,FP1,19,# 19 RAS,TOYOTA,41,13,20.929,26.388,38.983,,311.23,1:26.300,86.3,24.287,1.610,,,Pit,1,Dry     ,Fine,green_off,,17:47:36.230,,,,,,,,,,,,
410,20_41,SF,FP1,20,# 20 TAK,TOYOTA,41,14,21.185,26.309,38.242,,301.67,1:25.736,85.736,24.702,0.415,,,Pit,2,Dry     ,Fine,green_off,,17:47:36.320,,,,,,,,,,,,
411,28_41,SF,FP1,28,# 28 KOT,TOYOTA,41,15,21.093,26.438,38.607,,303.37,1:26.138,86.138,26.631,1.929,,,Pit,1,Dry     ,Fine,green_off,,17:47:36.411,,,,,,,,,,,,
412,29_17,SF,FP1,29,# 29 NON,TOYOTA,16,21,21.338,26.538,,,299.16,1:26.454,86.454,25 LAP,15 LAP,,,,0,Dry     ,Fine,green_off,,17:47:36.495,,,,,,,,,,,,
413,38_41,SF,FP1,38,# 38 SAK,TOYOTA,41,11,20.923,26.231,38.222,,312.13,1:25.376,85.376,21.724,0.543,,,Pit,1,Dry     ,Fine,green_off,,17:47:36.582,,,,,,,,,,,,
414,39_41,SF,FP1,39,# 39 OYU,TOYOTA,41,7,21.265,26.119,38.572,,299.99,1:25.956,85.956,18.902,4.457,,,Pit,1,Dry     ,Fine,green_off,,17:47:36.672,,,,,,,,,,,,
415,50_41,SF,FP1,50,# 50 KOI,HONDA,41,17,21.358,26.461,38.98,,294.27,1:26.799,86.799,33.293,4.870,,,Pit,1,Dry     ,Fine,green_off,,17:47:36.763,,,,,,,,,,,,
416,64_41,SF,FP1,64,# 64 REN,HONDA,41,6,20.853,26.084,43.707,,312.13,1:30.644,90.644,14.445,4.162,,,Pit,1,Dry     ,Fine,green_off,,17:47:36.850,,,,,,,,,,,,
417,65_40,SF,FP1,65,# 65 FRA,HONDA,40,18,21.131,26.101,38.355,,305.08,1:25.587,85.587,1 LAP,1 LAP,,,Pit,2,Dry     ,Fine,green_off,,17:47:36.943,,,,,,,,,,,,
418,1_41,SF,FP1,1,#  1 TUB,TOYOTA,41,3,21.119,26.199,38.345,,302.52,1:25.663,85.663,7.947,0.820,,,Pit,1,Dry     ,Fine,green_off,,17:47:40.130,,,,,,,,,,,,
419,37_41,SF,FP1,37,# 37 FEN,TOYOTA,41,5,21.227,26.017,38.13,,299.99,1:25.374,85.374,10.283,2.125,,,Pit,1,Dry     ,Fine,green_off,,17:47:40.217,,,,,,,,,,,,
420,3_41,SF,FP1,3,#  3 KEN,TOYOTA,41,8,21.03,26.5,38.677,,308.57,1:26.207,86.207,19.713,0.811,,,Pit,1,Dry     ,Fine,green_off,,17:47:40.308,,,,,,,,,,,,
421,4_41,SF,FP1,4,#  4 OSU,TOYOTA,41,16,21.295,26.326,38.459,,300.83,1:26.080,86.08,28.423,1.792,,,Pit,1,Dry     ,Fine,green_off,,17:47:40.398,,,,,,,,,,,,
422,5_41,SF,FP1,5,#  5 MAK,HONDA,41,9,21.236,26.255,38.324,,300.00,1:25.815,85.815,20.433,0.720,,,Pit,1,Dry     ,Fine,green_off,,17:47:40.488,,,,,,,,,,,,
423,6_41,SF,FP1,6,#  6 OTA,HONDA,41,1,20.838,25.848,38.022,,308.57,1:24.708,84.708,-,-,,,Pit,1,Dry     ,Fine,green_off,,17:47:40.578,,,,,,,,,,,,
424,7_41,SF,FP1,7,#  7 KOB,TOYOTA,41,4,21.076,26.114,37.965,,302.52,1:25.155,85.155,8.158,0.211,,,Pit,1,Dry     ,Fine,green_off,,17:47:40.668,,,,,,,,,,,,
425,8_12,SF,FP1,8,#  8 FUK,TOYOTA,11,22,21.201,,,,303.37,1:25.705,85.705,30 LAP,5 LAP,,,,1,Dry     ,Fine,green_off,,17:47:40.755,,,,,,,,,,,,
426,10_31,SF,FP1,10,# 10 JUJ,HONDA,31,20,21.065,26.377,38.945,,305.94,1:26.387,86.387,10 LAP,2 LAP,,,Pit,2,Dry     ,Fine,green_off,,17:47:40.848,,,,,,,,,,,,
427,12_33,SF,FP1,12,# 12 ATS,HONDA,33,19,20.874,25.937,37.879,,305.94,1:24.690,84.69,8 LAP,7 LAP,,,Pit,3,Dry     ,Fine,green_off,,17:47:40.939,,,,,,,,,,,,
428,14_41,SF,FP1,14,# 14 OSH,TOYOTA,41,10,20.994,26.212,38.299,,310.34,1:25.505,85.505,21.181,0.748,,,Pit,1,Dry     ,Fine,green_off,,17:47:41.027,,,,,,,,,,,,
429,15_41,SF,FP1,15,# 15 IWA,HONDA,41,2,21.274,26.025,38.291,,299.16,1:25.590,85.59,7.127,7.127,,,Pit,1,Dry     ,Fine,green_off,,17:47:41.109,,,,,,,,,,,,
430,16_41,SF,FP1,16,# 16 NOJ,HONDA,41,12,21.027,26.204,38.428,,308.57,1:25.659,85.659,22.677,0.953,,,Pit,1,Dry     ,Fine,green_off,,17:47:41.195,,,,,,,,,,,,
431,19_41,SF,FP1,19,# 19 RAS,TOYOTA,41,13,20.929,26.388,38.983,,311.23,1:26.300,86.3,24.287,1.610,,,Pit,1,Dry     ,Fine,green_off,,17:47:41.286,,,,,,,,,,,,
432,20_41,SF,FP1,20,# 20 TAK,TOYOTA,41,14,21.185,26.309,38.242,,301.67,1:25.736,85.736,24.702,0.415,,,Pit,2,Dry     ,Fine,green_off,,17:47:41.377,,,,,,,,,,,,
433,28_41,SF,FP1,28,# 28 KOT,TOYOTA,41,15,21.093,26.438,38.607,,303.37,1:26.138,86.138,26.631,1.929,,,Pit,1,Dry     ,Fine,green_off,,17:47:41.468,,,,,,,,,,,,
434,29_17,SF,FP1,29,# 29 NON,TOYOTA,16,21,21.338,26.538,,,299.16,1:26.454,86.454,25 LAP,15 LAP,,,,0,Dry     ,Fine,green_off,,17:47:41.551,,,,,,,,,,,,
435,38_41,SF,FP1,38,# 38 SAK,TOYOTA,41,11,20.923,26.231,38.222,,312.13,1:25.376,85.376,21.724,0.543,,,Pit,1,Dry     ,Fine,green_off,,17:47:41.641,,,,,,,,,,,,
436,39_41,SF,FP1,39,# 39 OYU,TOYOTA,41,7,21.265,26.119,38.572,,299.99,1:25.956,85.956,18.902,4.457,,,Pit,1,Dry     ,Fine,green_off,,17:47:41.725,,,,,,,,,,,,
437,50_41,SF,FP1,50,# 50 KOI,HONDA,41,17,21.358,26.461,38.98,,294.27,1:26.799,86.799,33.293,4.870,,,Pit,1,Dry     ,Fine,green_off,,17:47:41.806,,,,,,,,,,,,
438,64_41,SF,FP1,64,# 64 REN,HONDA,41,6,20.853,26.084,43.707,,312.13,1:30.644,90.644,14.445,4.162,,,Pit,1,Dry     ,Fine,green_off,,17:47:41.893,,,,,,,,,,,,
439,65_40,SF,FP1,65,# 65 FRA,HONDA,40,18,21.131,26.101,38.355,,305.08,1:25.587,85.587,1 LAP,1 LAP,,,Pit,2,Dry     ,Fine,green_off,,17:47:41.982,,,,,,,,,,,,
440,1_41,SF,FP1,1,#  1 TUB,TOYOTA,41,3,21.119,26.199,38.345,,302.52,1:25.663,85.663,7.947,0.820,,,Pit,1,Dry     ,Fine,green_off,,17:47:45.181,,,,,,,,,,,,
441,37_41,SF,FP1,37,# 37 FEN,TOYOTA,41,5,21.227,26.017,38.13,,299.99,1:25.374,85.374,10.283,2.125,,,Pit,1,Dry     ,Fine,green_off,,17:47:45.276,,,,,,,,,,,,
442,3_41,SF,FP1,3,#  3 KEN,TOYOTA,41,8,21.03,26.5,38.677,,308.57,1:26.207,86.207,19.713,0.811,,,Pit,1,Dry     ,Fine,green_off,,17:47:45.366,,,,,,,,,,,,
443,4_41,SF,FP1,4,#  4 OSU,TOYOTA,41,16,21.295,26.326,38.459,,300.83,1:26.080,86.08,28.423,1.792,,,Pit,1,Dry     ,Fine,green_off,,17:47:45.454,,,,,,,,,,,,
444,5_41,SF,FP1,5,#  5 MAK,HONDA,41,9,21.236,26.255,38.324,,300.00,1:25.815,85.815,20.433,0.720,,,Pit,1,Dry     ,Fine,green_off,,17:47:45.538,,,,,,,,,,,,
445,6_41,SF,FP1,6,#  6 OTA,HONDA,41,1,20.838,25.848,38.022,,308.57,1:24.708,84.708,-,-,,,Pit,1,Dry     ,Fine,green_off,,17:47:45.623,,,,,,,,,,,,
446,7_41,SF,FP1,7,#  7 KOB,TOYOTA,41,4,21.076,26.114,37.965,,302.52,1:25.155,85.155,8.158,0.211,,,Pit,1,Dry     ,Fine,green_off,,17:47:45.713,,,,,,,,,,,,
447,8_12,SF,FP1,8,#  8 FUK,TOYOTA,11,22,21.201,,,,303.37,1:25.705,85.705,30 LAP,5 LAP,,,,1,Dry     ,Fine,green_off,,17:47:45.808,,,,,,,,,,,,
448,10_31,SF,FP1,10,# 10 JUJ,HONDA,31,20,21.065,26.377,38.945,,305.94,1:26.387,86.387,10 LAP,2 LAP,,,Pit,2,Dry     ,Fine,green_off,,17:47:45.898,,,,,,,,,,,,
449,12_33,SF,FP1,12,# 12 ATS,HONDA,33,19,20.874,25.937,37.879,,305.94,1:24.690,84.69,8 LAP,7 LAP,,,Pit,3,Dry     ,Fine,green_off,,17:47:45.987,,,,,,,,,,,,
450,14_41,SF,FP1,14,# 14 OSH,TOYOTA,41,10,20.994,26.212,38.299,,310.34,1:25.505,85.505,21.181,0.748,,,Pit,1,Dry     ,Fine,green_off,,17:47:46.078,,,,,,,,,,,,
451,15_41,SF,FP1,15,# 15 IWA,HONDA,41,2,21.274,26.025,38.291,,299.16,1:25.590,85.59,7.127,7.127,,,Pit,1,Dry     ,Fine,green_off,,17:47:46.168,,,,,,,,,,,,
452,16_41,SF,FP1,16,# 16 NOJ,HONDA,41,12,21.027,26.204,38.428,,308.57,1:25.659,85.659,22.677,0.953,,,Pit,1,Dry     ,Fine,green_off,,17:47:46.252,,,,,,,,,,,,
453,19_41,SF,FP1,19,# 19 RAS,TOYOTA,41,13,20.929,26.388,38.983,,311.23,1:26.300,86.3,24.287,1.610,,,Pit,1,Dry     ,Fine,green_off,,17:47:46.338,,,,,,,,,,,,
454,20_41,SF,FP1,20,# 20 TAK,TOYOTA,41,14,21.185,26.309,38.242,,301.67,1:25.736,85.736,24.702,0.415,,,Pit,2,Dry     ,Fine,green_off,,17:47:46.422,,,,,,,,,,,,
455,28_41,SF,FP1,28,# 28 KOT,TOYOTA,41,15,21.093,26.438,38.607,,303.37,1:26.138,86.138,26.631,1.929,,,Pit,1,Dry     ,Fine,green_off,,17:47:46.511,,,,,,,,,,,,
456,29_17,SF,FP1,29,# 29 NON,TOYOTA,16,21,21.338,26.538,,,299.16,1:26.454,86.454,25 LAP,15 LAP,,,,0,Dry     ,Fine,green_off,,17:47:46.597,,,,,,,,,,,,
457,38_41,SF,FP1,38,# 38 SAK,TOYOTA,41,11,20.923,26.231,38.222,,312.13,1:25.376,85.376,21.724,0.543,,,Pit,1,Dry     ,Fine,green_off,,17:47:46.679,,,,,,,,,,,,
458,39_41,SF,FP1,39,# 39 OYU,TOYOTA,41,7,21.265,26.119,38.572,,299.99,1:25.956,85.956,18.902,4.457,,,Pit,1,Dry     ,Fine,green_off,,17:47:46.764,,,,,,,,,,,,
459,50_41,SF,FP1,50,# 50 KOI,HONDA,41,17,21.358,26.461,38.98,,294.27,1:26.799,86.799,33.293,4.870,,,Pit,1,Dry     ,Fine,green_off,,17:47:46.846,,,,,,,,,,,,
460,64_41,SF,FP1,64,# 64 REN,HONDA,41,6,20.853,26.084,43.707,,312.13,1:30.644,90.644,14.445,4.162,,,Pit,1,Dry     ,Fine,green_off,,17:47:46.930,,,,,,,,,,,,
461,65_40,SF,FP1,65,# 65 FRA,HONDA,40,18,21.131,26.101,38.355,,305.08,1:25.587,85.587,1 LAP,1 LAP,,,Pit,2,Dry     ,Fine,green_off,,17:47:47.016,,,,,,,,,,,,
462,1_41,SF,FP1,1,#  1 TUB,TOYOTA,41,3,21.119,26.199,38.345,,302.52,1:25.663,85.663,7.947,0.820,,,Pit,1,Dry     ,Fine,green_off,,17:47:50.192,,,,,,,,,,,,
463,37_41,SF,FP1,37,# 37 FEN,TOYOTA,41,5,21.227,26.017,38.13,,299.99,1:25.374,85.374,10.283,2.125,,,Pit,1,Dry     ,Fine,green_off,,17:47:50.280,,,,,,,,,,,,
464,3_41,SF,FP1,3,#  3 KEN,TOYOTA,41,8,21.03,26.5,38.677,,308.57,1:26.207,86.207,19.713,0.811,,,Pit,1,Dry     ,Fine,green_off,,17:47:50.369,,,,,,,,,,,,
465,4_41,SF,FP1,4,#  4 OSU,TOYOTA,41,16,21.295,26.326,38.459,,300.83,1:26.080,86.08,28.423,1.792,,,Pit,1,Dry     ,Fine,green_off,,17:47:50.453,,,,,,,,,,,,
466,5_41,SF,FP1,5,#  5 MAK,HONDA,41,9,21.236,26.255,38.324,,300.00,1:25.815,85.815,20.433,0.720,,,Pit,1,Dry     ,Fine,green_off,,17:47:50.543,,,,,,,,,,,,
467,6_41,SF,FP1,6,#  6 OTA,HONDA,41,1,20.838,25.848,38.022,,308.57,1:24.708,84.708,-,-,,,Pit,1,Dry     ,Fine,green_off,,17:47:50.632,,,,,,,,,,,,
468,7_41,SF,FP1,7,#  7 KOB,TOYOTA,41,4,21.076,26.114,37.965,,302.52,1:25.155,85.155,8.158,0.211,,,Pit,1,Dry     ,Fine,green_off,,17:47:50.726,,,,,,,,,,,,
469,8_12,SF,FP1,8,#  8 FUK,TOYOTA,11,22,21.201,,,,303.37,1:25.705,85.705,30 LAP,5 LAP,,,,1,Dry     ,Fine,green_off,,17:47:50.815,,,,,,,,,,,,
470,10_31,SF,FP1,10,# 10 JUJ,HONDA,31,20,21.065,26.377,38.945,,305.94,1:26.387,86.387,10 LAP,2 LAP,,,Pit,2,Dry     ,Fine,green_off,,17:47:50.906,,,,,,,,,,,,
471,12_33,SF,FP1,12,# 12 ATS,HONDA,33,19,20.874,25.937,37.879,,305.94,1:24.690,84.69,8 LAP,7 LAP,,,Pit,3,Dry     ,Fine,green_off,,17:47:50.994,,,,,,,,,,,,
472,14_41,SF,FP1,14,# 14 OSH,TOYOTA,41,10,20.994,26.212,38.299,,310.34,1:25.505,85.505,21.181,0.748,,,Pit,1,Dry     ,Fine,green_off,,17:47:51.084,,,,,,,,,,,,
473,15_41,SF,FP1,15,# 15 IWA,HONDA,41,2,21.274,26.025,38.291,,299.16,1:25.590,85.59,7.127,7.127,,,Pit,1,Dry     ,Fine,green_off,,17:47:51.177,,,,,,,,,,,,
474,16_41,SF,FP1,16,# 16 NOJ,HONDA,41,12,21.027,26.204,38.428,,308.57,1:25.659,85.659,22.677,0.953,,,Pit,1,Dry     ,Fine,green_off,,17:47:51.264,,,,,,,,,,,,
475,19_41,SF,FP1,19,# 19 RAS,TOYOTA,41,13,20.929,26.388,38.983,,311.23,1:26.300,86.3,24.287,1.610,,,Pit,1,Dry     ,Fine,green_off,,17:47:51.357,,,,,,,,,,,,
476,20_41,SF,FP1,20,# 20 TAK,TOYOTA,41,14,21.185,26.309,38.242,,301.67,1:25.736,85.736,24.702,0.415,,,Pit,2,Dry     ,Fine,green_off,,17:47:51.451,,,,,,,,,,,,
477,28_41,SF,FP1,28,# 28 KOT,TOYOTA,41,15,21.093,26.438,38.607,,303.37,1:26.138,86.138,26.631,1.929,,,Pit,1,Dry     ,Fine,green_off,,17:47:51.543,,,,,,,,,,,,
478,29_17,SF,FP1,29,# 29 NON,TOYOTA,16,21,21.338,26.538,,,299.16,1:26.454,86.454,25 LAP,15 LAP,,,,0,Dry     ,Fine,green_off,,17:47:51.632,,,,,,,,,,,,
479,38_41,SF,FP1,38,# 38 SAK,TOYOTA,41,11,20.923,26.231,38.222,,312.13,1:25.376,85.376,21.724,0.543,,,Pit,1,Dry     ,Fine,green_off,,17:47:51.717,,,,,,,,,,,,
480,39_41,SF,FP1,39,# 39 OYU,TOYOTA,41,7,21.265,26.119,38.572,,299.99,1:25.956,85.956,18.902,4.457,,,Pit,1,Dry     ,Fine,green_off,,17:47:51.812,,,,,,,,,,,,
481,50_41,SF,FP1,50,# 50 KOI,HONDA,41,17,21.358,26.461,38.98,,294.27,1:26.799,86.799,33.293,4.870,,,Pit,1,Dry     ,Fine,green_off,,17:47:51.915,,,,,,,,,,,,
482,64_41,SF,FP1,64,# 64 REN,HONDA,41,6,20.853,26.084,43.707,,312.13,1:30.644,90.644,14.445,4.162,,,Pit,1,Dry     ,Fine,green_off,,17:47:52.020,,,,,,,,,,,,
483,65_40,SF,FP1,65,# 65 FRA,HONDA,40,18,21.131,26.101,38.355,,305.08,1:25.587,85.587,1 LAP,1 LAP,,,Pit,2,Dry     ,Fine,green_off,,17:47:52.128,,,,,,,,,,,,
